ref_date,geo,products_and_product_groups,value
2017-01-01,Prince Edward Island,Inter-city transportation,145.3
2017-01-01,Prince Edward Island,Health and personal care,123.7
2017-01-01,Prince Edward Island,Health care,117.4
2017-01-01,Prince Edward Island,Health care goods,101.6
2017-01-01,Prince Edward Island,Medicinal and pharmaceutical products,93.6
2017-01-01,Prince Edward Island,Prescribed medicines (excluding medicinal cannabis),80.2
2017-01-01,Prince Edward Island,Non-prescribed medicines,147
2017-01-01,Prince Edward Island,Health care services,151
2017-01-01,Prince Edward Island,Personal care,133.6
2017-01-01,Prince Edward Island,Personal care supplies and equipment,113.5
2017-01-01,Prince Edward Island,Personal care services,172
2017-01-01,Prince Edward Island,"Recreation, education and reading",117.5
2017-01-01,Prince Edward Island,Recreation,105.3
2017-01-01,Prince Edward Island,Recreational equipment and services (excluding recreational vehicles),55
2017-01-01,Prince Edward Island,Purchase and operation of recreational vehicles,126.4
2017-01-01,Prince Edward Island,"Home entertainment equipment, parts and services",65
2017-01-01,Prince Edward Island,Travel services,112.5
2017-01-01,Prince Edward Island,Traveller accommodation,106.1
2017-01-01,Prince Edward Island,Other cultural and recreational services,167.2
2017-01-01,Prince Edward Island,Video and audio subscription services,187.7
2017-01-01,Prince Edward Island,Education and reading,153.8
2017-01-01,Prince Edward Island,Education,156.8
2017-01-01,Prince Edward Island,Tuition fees,158.7
2017-01-01,Prince Edward Island,Reading material (excluding textbooks),148.7
2017-01-01,Prince Edward Island,"Alcoholic beverages, tobacco products and recreational cannabis",193.4
2017-01-01,Prince Edward Island,Alcoholic beverages,136
2017-01-01,Prince Edward Island,Alcoholic beverages served in licensed establishments,137.7
2017-01-01,Prince Edward Island,Alcoholic beverages purchased from stores,134.7
2017-01-01,Prince Edward Island,Beer purchased from stores,145.5
2017-01-01,Prince Edward Island,Wine purchased from stores,115.7
2017-01-01,Prince Edward Island,Liquor purchased from stores,125.8
2017-01-01,Prince Edward Island,Tobacco products and smokers' supplies,229.2
2017-01-01,Prince Edward Island,Cigarettes,229.2
2017-01-01,Prince Edward Island,All-items excluding food,130.4
2017-01-01,Prince Edward Island,All-items excluding food and energy,124.1
2017-01-01,Prince Edward Island,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",131
2017-01-01,Prince Edward Island,All-items excluding alcoholic beverages and recreational cannabis,133.1
2017-01-01,Prince Edward Island,All-items excluding tobacco products and smokers' supplies and recreational cannabis,131.1
2017-01-01,Prince Edward Island,All-items excluding shelter,133.2
2017-01-01,Prince Edward Island,All-items excluding energy,128.5
2017-01-01,Prince Edward Island,All-items excluding gasoline,131.7
2017-01-01,Prince Edward Island,"All-items excluding shelter, insurance and financial services",132.3
2017-01-01,Prince Edward Island,Private transportation excluding gasoline,119.6
2017-01-01,Prince Edward Island,Food and energy,155
2017-01-01,Prince Edward Island,Fresh fruit and vegetables,127.5
2017-01-01,Prince Edward Island,Energy,169.3
2017-01-01,Prince Edward Island,Housing (1986 definition),132.2
2017-01-01,Prince Edward Island,Shelter (1986 definition),133
2017-01-01,Prince Edward Island,Goods and services,133.2
2017-01-01,Prince Edward Island,Goods,132.3
2017-01-01,Prince Edward Island,Durable goods,94.6
2017-01-01,Prince Edward Island,Semi-durable goods,105.2
2017-01-01,Prince Edward Island,Non-durable goods,154.2
2017-01-01,Prince Edward Island,Services,134.1
2017-01-01,Nova Scotia,All-items,132.4
2017-01-01,Nova Scotia,Food,148.4
2017-01-01,Nova Scotia,Food purchased from stores,146.7
2017-01-01,Nova Scotia,Meat,154.8
2017-01-01,Nova Scotia,Fresh or frozen meat (excluding poultry),158.9
2017-01-01,Nova Scotia,Fresh or frozen beef,163.8
2017-01-01,Nova Scotia,Fresh or frozen pork,152.1
2017-01-01,Nova Scotia,Fresh or frozen poultry,145.4
2017-01-01,Nova Scotia,Fresh or frozen chicken,147.9
2017-01-01,Nova Scotia,Processed meat,157.4
2017-01-01,Nova Scotia,"Fish, seafood and other marine products",137.7
2017-01-01,Nova Scotia,Fish,153.1
2017-01-01,Nova Scotia,Dairy products and eggs,136
2017-01-01,Nova Scotia,Dairy products,134
2017-01-01,Nova Scotia,Fresh milk,118.7
2017-01-01,Nova Scotia,Butter,159.4
2017-01-01,Nova Scotia,Cheese,130.7
2017-01-01,Nova Scotia,Eggs,160.9
2017-01-01,Nova Scotia,Bakery and cereal products (excluding baby food),171.7
2017-01-01,Nova Scotia,Bakery products,189.4
2017-01-01,Nova Scotia,Cereal products (excluding baby food),144.6
2017-01-01,Nova Scotia,"Fruit, fruit preparations and nuts",134.8
2017-01-01,Nova Scotia,Fresh fruit,120.3
2017-01-01,Nova Scotia,Preserved fruit and fruit preparations,138.1
2017-01-01,Nova Scotia,Vegetables and vegetable preparations,132.1
2017-01-01,Nova Scotia,Fresh vegetables,125.1
2017-01-01,Nova Scotia,Preserved vegetables and vegetable preparations,156
2017-01-01,Nova Scotia,Other food products and non-alcoholic beverages,143.3
2017-01-01,Nova Scotia,Sugar and confectionery,164
2017-01-01,Nova Scotia,Edible fats and oils,150.3
2017-01-01,Nova Scotia,Coffee and tea,135.2
2017-01-01,Nova Scotia,Non-alcoholic beverages,125.9
2017-01-01,Nova Scotia,Food purchased from restaurants,153.7
2017-01-01,Nova Scotia,Shelter,141.7
2017-01-01,Nova Scotia,Rented accommodation,115.7
2017-01-01,Nova Scotia,Rent,115.8
2017-01-01,Nova Scotia,Owned accommodation,138
2017-01-01,Nova Scotia,Homeowners' replacement cost,148.8
2017-01-01,Nova Scotia,Property taxes and other special charges,161.4
2017-01-01,Nova Scotia,Homeowners' home and mortgage insurance,254.2
2017-01-01,Nova Scotia,Homeowners' maintenance and repairs,142.5
2017-01-01,Nova Scotia,"Water, fuel and electricity",171.2
2017-01-01,Nova Scotia,Electricity,154.2
2017-01-01,Nova Scotia,Water,198.2
2017-01-01,Nova Scotia,Fuel oil and other fuels,180.5
2017-01-01,Nova Scotia,"Household operations, furnishings and equipment",122.3
2017-01-01,Nova Scotia,Household operations,138.8
2017-01-01,Nova Scotia,Communications,126.1
2017-01-01,Nova Scotia,Telephone services,126.2
2017-01-01,Nova Scotia,Child care and housekeeping services,151.1
2017-01-01,Nova Scotia,Household cleaning products,135.5
2017-01-01,Nova Scotia,"Paper, plastic and aluminum foil supplies",145.5
2017-01-01,Nova Scotia,Other household goods and services,147.6
2017-01-01,Nova Scotia,Household furnishings and equipment,90
2017-01-01,Nova Scotia,Furniture and household textiles,86.4
2017-01-01,Nova Scotia,Furniture,78.1
2017-01-01,Nova Scotia,Household textiles,118.5
2017-01-01,Nova Scotia,Household equipment,87.6
2017-01-01,Nova Scotia,Household appliances,90.2
2017-01-01,Nova Scotia,"Non-electric kitchen utensils, tableware and cookware",78.7
2017-01-01,Nova Scotia,Clothing and footwear,96.7
2017-01-01,Nova Scotia,Clothing,89.6
2017-01-01,Nova Scotia,Women's clothing,93
2017-01-01,Nova Scotia,Men's clothing,92.2
2017-01-01,Nova Scotia,Children's clothing,68.1
2017-01-01,Nova Scotia,Footwear,89.3
2017-01-01,Nova Scotia,"Clothing accessories, watches and jewellery",124.5
2017-01-01,Nova Scotia,"Clothing material, notions and services",159.9
2017-01-01,Nova Scotia,Transportation,126.4
2017-01-01,Nova Scotia,Private transportation,125.1
2017-01-01,Nova Scotia,"Purchase, leasing and rental of passenger vehicles",102.8
2017-01-01,Nova Scotia,Purchase and leasing of passenger vehicles,102.3
2017-01-01,Nova Scotia,Purchase of passenger vehicles,103.7
2017-01-01,Nova Scotia,Operation of passenger vehicles,141.3
2017-01-01,Nova Scotia,Gasoline,146.7
2017-01-01,Nova Scotia,"Passenger vehicle parts, maintenance and repairs",141.3
2017-01-01,Nova Scotia,Other passenger vehicle operating expenses,125.5
2017-01-01,Nova Scotia,Passenger vehicle insurance premiums,120.1
2017-01-01,Nova Scotia,Passenger vehicle registration fees,138.8
2017-01-01,Nova Scotia,Public transportation,143.1
2017-01-01,Nova Scotia,Local and commuter transportation,140.5
2017-01-01,Nova Scotia,City bus and subway transportation,136.4
2017-01-01,Nova Scotia,Taxi and other local and commuter transportation services,141.5
2017-01-01,Nova Scotia,Inter-city transportation,143.2
2017-01-01,Nova Scotia,Health and personal care,121.7
2017-01-01,Nova Scotia,Health care,119
2017-01-01,Nova Scotia,Health care goods,104.5
2017-01-01,Nova Scotia,Medicinal and pharmaceutical products,100.4
2017-01-01,Nova Scotia,Prescribed medicines (excluding medicinal cannabis),84.8
2017-01-01,Nova Scotia,Non-prescribed medicines,135
2017-01-01,Nova Scotia,Health care services,148.2
2017-01-01,Nova Scotia,Personal care,125.3
2017-01-01,Nova Scotia,Personal care supplies and equipment,114.3
2017-01-01,Nova Scotia,Personal care services,142.7
2017-01-01,Nova Scotia,"Recreation, education and reading",117.7
2017-01-01,Nova Scotia,Recreation,108.3
2017-01-01,Nova Scotia,Recreational equipment and services (excluding recreational vehicles),62.8
2017-01-01,Nova Scotia,Purchase and operation of recreational vehicles,127.1
2017-01-01,Nova Scotia,"Home entertainment equipment, parts and services",57.4
2017-01-01,Nova Scotia,Travel services,106.5
2017-01-01,Nova Scotia,Traveller accommodation,103.6
2017-01-01,Nova Scotia,Other cultural and recreational services,176.5
2017-01-01,Nova Scotia,Video and audio subscription services,205.3
2017-01-01,Nova Scotia,Education and reading,147.5
2017-01-01,Nova Scotia,Education,145.6
2017-01-01,Nova Scotia,Tuition fees,143.7
2017-01-01,Nova Scotia,Reading material (excluding textbooks),153.8
2017-01-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",193.6
2017-01-01,Nova Scotia,Alcoholic beverages,136.4
2017-01-01,Nova Scotia,Alcoholic beverages served in licensed establishments,145.3
2017-01-01,Nova Scotia,Alcoholic beverages purchased from stores,134.3
2017-01-01,Nova Scotia,Beer purchased from stores,148.6
2017-01-01,Nova Scotia,Wine purchased from stores,120.5
2017-01-01,Nova Scotia,Liquor purchased from stores,120.8
2017-01-01,Nova Scotia,Tobacco products and smokers' supplies,242.3
2017-01-01,Nova Scotia,Cigarettes,242.3
2017-01-01,Nova Scotia,All-items excluding food,129.2
2017-01-01,Nova Scotia,All-items excluding food and energy,124.4
2017-01-01,Nova Scotia,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",130.3
2017-01-01,Nova Scotia,All-items excluding alcoholic beverages and recreational cannabis,132.3
2017-01-01,Nova Scotia,All-items excluding tobacco products and smokers' supplies and recreational cannabis,130.4
2017-01-01,Nova Scotia,All-items excluding shelter,129.4
2017-01-01,Nova Scotia,All-items excluding energy,128.9
2017-01-01,Nova Scotia,All-items excluding gasoline,131.4
2017-01-01,Nova Scotia,"All-items excluding shelter, insurance and financial services",129.4
2017-01-01,Nova Scotia,Private transportation excluding gasoline,115
2017-01-01,Nova Scotia,Food and energy,152.4
2017-01-01,Nova Scotia,Fresh fruit and vegetables,123.8
2017-01-01,Nova Scotia,Energy,157.5
2017-01-01,Nova Scotia,Housing (1986 definition),134.7
2017-01-01,Nova Scotia,Shelter (1986 definition),140.3
2017-01-01,Nova Scotia,Goods and services,132.4
2017-01-01,Nova Scotia,Goods,127.7
2017-01-01,Nova Scotia,Durable goods,92.1
2017-01-01,Nova Scotia,Semi-durable goods,101.4
2017-01-01,Nova Scotia,Non-durable goods,151.5
2017-01-01,Nova Scotia,Services,137.9
2017-01-01,New Brunswick,All-items,131.2
2017-01-01,New Brunswick,Food,148.6
2017-01-01,New Brunswick,Food purchased from stores,148.4
2017-01-01,New Brunswick,Meat,164.9
2017-01-01,New Brunswick,Fresh or frozen meat (excluding poultry),175.6
2017-01-01,New Brunswick,Fresh or frozen beef,188.4
2017-01-01,New Brunswick,Fresh or frozen pork,150.2
2017-01-01,New Brunswick,Fresh or frozen poultry,153.1
2017-01-01,New Brunswick,Fresh or frozen chicken,157.9
2017-01-01,New Brunswick,Processed meat,159.3
2017-01-01,New Brunswick,"Fish, seafood and other marine products",140
2017-01-01,New Brunswick,Fish,158.4
2017-01-01,New Brunswick,Dairy products and eggs,137.8
2017-01-01,New Brunswick,Dairy products,134.9
2017-01-01,New Brunswick,Fresh milk,129
2017-01-01,New Brunswick,Butter,165
2017-01-01,New Brunswick,Cheese,133
2017-01-01,New Brunswick,Eggs,172
2017-01-01,New Brunswick,Bakery and cereal products (excluding baby food),168.4
2017-01-01,New Brunswick,Bakery products,186
2017-01-01,New Brunswick,Cereal products (excluding baby food),142.6
2017-01-01,New Brunswick,"Fruit, fruit preparations and nuts",130.7
2017-01-01,New Brunswick,Fresh fruit,122.8
2017-01-01,New Brunswick,Preserved fruit and fruit preparations,134.9
2017-01-01,New Brunswick,Vegetables and vegetable preparations,131.8
2017-01-01,New Brunswick,Fresh vegetables,123.7
2017-01-01,New Brunswick,Preserved vegetables and vegetable preparations,154.7
2017-01-01,New Brunswick,Other food products and non-alcoholic beverages,140.2
2017-01-01,New Brunswick,Sugar and confectionery,149.3
2017-01-01,New Brunswick,Edible fats and oils,165.5
2017-01-01,New Brunswick,Coffee and tea,136.6
2017-01-01,New Brunswick,Non-alcoholic beverages,117.6
2017-01-01,New Brunswick,Food purchased from restaurants,149.7
2017-01-01,New Brunswick,Shelter,134.6
2017-01-01,New Brunswick,Rented accommodation,115.2
2017-01-01,New Brunswick,Rent,115.2
2017-01-01,New Brunswick,Owned accommodation,127.2
2017-01-01,New Brunswick,Homeowners' replacement cost,125.7
2017-01-01,New Brunswick,Property taxes and other special charges,180.1
2017-01-01,New Brunswick,Homeowners' home and mortgage insurance,225.5
2017-01-01,New Brunswick,Homeowners' maintenance and repairs,142.3
2017-01-01,New Brunswick,"Water, fuel and electricity",163.5
2017-01-01,New Brunswick,Electricity,147.7
2017-01-01,New Brunswick,Water,208.1
2017-01-01,New Brunswick,Fuel oil and other fuels,183.8
2017-01-01,New Brunswick,"Household operations, furnishings and equipment",125.3
2017-01-01,New Brunswick,Household operations,142.5
2017-01-01,New Brunswick,Communications,137.1
2017-01-01,New Brunswick,Telephone services,138.8
2017-01-01,New Brunswick,Child care and housekeeping services,160.9
2017-01-01,New Brunswick,Household cleaning products,130.5
2017-01-01,New Brunswick,"Paper, plastic and aluminum foil supplies",145.3
2017-01-01,New Brunswick,Other household goods and services,141.3
2017-01-01,New Brunswick,Household furnishings and equipment,94.2
2017-01-01,New Brunswick,Furniture and household textiles,91.3
2017-01-01,New Brunswick,Furniture,87.6
2017-01-01,New Brunswick,Household textiles,112.5
2017-01-01,New Brunswick,Household equipment,88.8
2017-01-01,New Brunswick,Household appliances,78
2017-01-01,New Brunswick,"Non-electric kitchen utensils, tableware and cookware",70
2017-01-01,New Brunswick,Clothing and footwear,100.4
2017-01-01,New Brunswick,Clothing,89.3
2017-01-01,New Brunswick,Women's clothing,85.7
2017-01-01,New Brunswick,Men's clothing,98.1
2017-01-01,New Brunswick,Children's clothing,81.3
2017-01-01,New Brunswick,Footwear,100.1
2017-01-01,New Brunswick,"Clothing accessories, watches and jewellery",160.2
2017-01-01,New Brunswick,"Clothing material, notions and services",148.7
2017-01-01,New Brunswick,Transportation,127.8
2017-01-01,New Brunswick,Private transportation,127.2
2017-01-01,New Brunswick,"Purchase, leasing and rental of passenger vehicles",101.1
2017-01-01,New Brunswick,Purchase and leasing of passenger vehicles,100.8
